id,title,snippet,type,color,last_cited,cited_in_count,treating_example,total_citations,positive_citations,negative_citations
888239989,"Estate of Waggoner v. Gleghorn, A-9852","Section 17, of the Texas Constitution, and that the order opening the road was unconstitutional and void. We there observed that our views on the question had been stated in the Phillips case as followsprovide for compensation to a landowner whose property is taken for an access road, there is no material difference between the orders under attack in the Phillips and Maher cases and the statute upon which respondent",document,,,,,29.0,0.0,0.0
891590756,Ex Parte Lee,"issued by the court to protect the subject-matter involved are not void. Under the law the defendants had the right to file acourt of Travis county on February 26, 1934, to set aside that order as being violative, among other things, of rule 37, validity of said laws, rules, regulations or orders. Such suit shall be advanced for trial and be determined as expeditiously",document,,,,,7.0,0.0,0.0
886558468,Ex parte Padron,"which evidences one's rights and duties. Oral orders are poor substitutes for the requirement of one final judgment. he should not be held guilty of constructive civil contempt. In the course of that hearing, the court undertook to convert the hearing into a direct contempt hearing by making.2d 406 (1928), that a judgment convicting one of contempt is void when the order was based upon matter foreign to the accusation of contempt",document,,,,,23.0,0.0,0.0
885826320,"Humphreys, Matter of","criminal court under the circumstances he alleges would be void. TEX.CODE CRIM.PROC.ANN839 S.W.2d 791, 794 (Tex.1992) (holding that Texas is required to extend full faithnot extend full faith and credit to judgments or orders that violate Fourteenth Amendment due processpersons accused of ""a capital, or otherwise infamous"" crime are entitled to indictment by a grand",document,,,,,51.0,0.0,0.0
892200046,Crowe v. Texas Dept. of Public Safety,"suspensions by the Department were based; the presumption that such notices reflect judgments of a court is therefore within a consecutive period of twelve months. The suspension orders of the Department here in question must fall since it affirmativelyof the trial court and of the Court of Civil Appeals are reversed, and judgment is here rendered for",document,,,,,7.0,0.0,0.0
888852665,Blaylock v. Riser,"Emphasis ours.) The county court entered two orders at later dates setting aside all of the proceeds exceptto set aside the previous order of the county court on the ground that the county court had adjudicated the title tocourt determined the title to be; and that the judgment was therefore void. The surviving widow and her child answeredAnn.St., make it plain that county courts are without power to try title to land and that this subject matter is",document,,,,,8.0,0.0,0.0
890338494,Buckholts Independent School Dist. v. Glaser,"order"" to post the required bond or suffer dismissal. We realize that this construction may result in simultaneous appeals of the bond order andjudgment of the trial court. --------------- 1 All statutory references are to Vernon's Texas Civil Statutes Annotated procedure, all questions of law arising out of the orders and judgments of the courts of civil appeals",document,,,,,129.0,0.0,0.0
887620200,Strayhorn v. Jones,"is in the same language as that in the deed of trust and in the judgment of foreclosure. We hold that by virtue of the description contained in the deed of trust, the foreclosure and sale under proper orders of the court by the receiver and by his deed, and under the provisions of the Small Billdescription of the outer boundary of the lands conveyed, and as they affect this litigation, are a follows: 'Thence in a Westerly direction with the S.",document,,,,,38.0,0.0,0.0
885547791,Rudman v. Railroad Commission of Tex.,"are not involved and it is not necessary to go behind the orders under review since their invalidity appearsmerit in the further contention of Respondents that the order of the Commission of December 7 is indivisible and Petitioners are precluded from attacking the overproductionunder the rules which would have been in effect if the void method had never been prescribed,' the reference being to the Railroad",document,,,,,11.0,0.0,0.0
892518312,Chandler v. Welborn,"deed from the decedent which is voidable but not void, and the administratrix could not be charged with a violationset aside. It has also been suggested that respondents might obtain an order from the probatefor failure to do so. Either side may appeal from its orders on either of these questions. If the present administratrix is finally removed, there are two other grantees in the deed who have a right",document,,,,,76.0,0.0,0.0
892293109,Ex parte Jordan,"Coercive Contempt Jordan argues next that she cannot be ordered confined until she delivers regarding it, the entire judgment of coercive contempt is void. Ex Parte Davila, supra. Pursuantrelator in contempt and committing her to jail are contrary to this Court's opinions and, without hearing oral argument, orders relator discharged. --------------- 1",document,,,,,11.0,0.0,0.0
892807862,Lewis v. Metropolitan Sav. and Loan Ass'n,"Nixon, 411 S.W.2d 350, 357 (Tex.1966). The holding of the majority opinion requires reversal of evidentiary errors made by hearing officers who are not required to be attorneys. The majority opinion states that not all evidentiary errors will require reversal and that the hearing examiner does not have to meet judicial standards in the conduct of a hearing. The",document,,,,,104.0,0.0,0.0
892617265,Magnolia Petroleum Co. v. New Process P. Co.,"Commission has power to issue and cause process to be served by its officers, and to enter orders that are final, unless set aside on appeal, and to enforce its judgments which govern valuable property rights. 3. Thatdrill and operate the three wells which had been denied by the order of May 7, 1934, was a void order; not because the Railroad Commission was without potential jurisdiction to enter it, but because such order",document,,,,,49.0,0.0,0.0
892833274,Lower Nueces River Water Supply Dist. v. Cartwright,"an injunction to prevent the collection of the judgment. Its grounds for asking for the injunction were that the judgment was void because the County Court lost its jurisdiction when his motion to dismiss was sustained; andappropriation of his said land before the order had, granting appellant's motion to dismiss its condemnation suit, we are of the opinion that appellant could not, by thus taking a voluntary nonsuit, upon this state of the record, deprive appellee of his",document,,,,,25.0,0.0,0.0
884692826,Todd Shipyards Corp. v. Texas Employment Commission,"the statute cannot be reasonably interpreted as voiding the awards and charges as to petitionerIndeed, respondents, as part of their thesis that petitioner should have treated the quarterly statementscase the charges made against petitioner's account) are lower than those with respect to the judgments519. Even to Page 714 say generally that the orders of the Commission are presumptively",document,,,,,6.0,0.0,0.0
887420403,"County School Trustees v. District Trustees, Etc.","order of the County Board null and void. Also such judgment enjoins the enforcementjudgment in the district court the defendants in that court appealed to the Court of followed the provisions of Article 2742f, or did its orders and proceedings had under the provision of Article 2742ecertificate, supra, we make this statement: `In so far as they are applicable, appellants complied",document,,,,,15.0,0.0,0.0
884938017,Yoakum County v. Gaines County,"ascertain if the allegations contained therein, when viewed as a whole, raised an issue of fact for determination. The petition is long. The material facts alleged are as follows: That Gaines County lies immediately south of Yoakum and Terry counties, and that the north line of Gaines County forms the entire south line of",document,,,,,19.0,0.0,0.0
892447000,Ex parte Boniface,jail. Boniface argues that the contempt order was void since he had appealed the final judgment to the courtcontempt hearing in the trial court. The respondent urges that since Boniface did not file a supersedeasproceedings for violations of judgments and orders granting Page 778 injunctive relief are instituted in the court from which the judgment or,document,red,2014-03-11,26.0,"{'source': {'vid': '891520481', 'title': 'In re Sheshtawy'}, 'target': {'vid': 892447000, 'title': 'Ex parte Boniface'}, 'treating_type': 'Abrogated by statute', 'treating_type_desc': 'Abrogated By Statute in'}",26.0,0.0,5.0
888041695,McElreath v. Stewart,"or immediacy which would allow a court to issue a temporary order under section 14.10(c). There are cases, however, which discuss the situations necessary to issue temporary custody orders. This court has held that if the safety and well-being of a child are in jeopardy, a trial court may enter an order vesting temporary custody in a party other than the child's legal custodian. Page v. Sherrill, 415 S.W.2d 642, 645 (Tex.1967",document,,,,,47.0,0.0,0.0
888343156,Porter v. Vick,"the new trial grant within the plenary power period. The facts that there were evidentiary grounds raised in Porter's motion for new trial, and that only Judge Vick had heard evidence in the case, do not make Judge Purcell's order granting a new trial void. See TEX.R.CIV.P. 18; see also Texaco, Inc. v. Pennzoil Co., 729 S.W.2d 768, 846-47 (Tex",document,red,2020-04-29,29.0,"{'source': {'vid': '893441292', 'title': 'In re Baylor Medical Center at Garland'}, 'target': {'vid': 888343156, 'title': 'Porter v. Vick'}, 'treating_type': 'Overruled', 'treating_type_desc': 'Overruled in'}",29.0,0.0,7.0
889922706,"Gabbai, In re","trial court imposed one sentence for four different acts, two of which are not punishable by contempt, the entire judgment is void. See Ex parte Lee, 704 S.W.2d 15, 17 (Tex.1986). * * * For the foregoing reasons, the Court orders relator discharged. --------------- 1 The trial court's order is further problematic in that it cites relator's failure to file a supersedeas",document,,,,,5.0,0.0,0.0
891413504,Burton v. Bell,"a contract in the teeth of Art. 4610. The terms of the contract obviously 'alter the legal orders of descent' as regards Henry and Ernest, who are here vigorously complaining of such alteration. * * *' In Gormanlaw enlarging the wife's separate estate beyond its constitutional limits, it is clear that the provisions of the organic law cannot be set aside and such enlargement accomplished by the mere agreement of the parties",document,,,,,60.0,0.0,0.0
893049624,Central Ed. Agency v. Independent School Dist. of City of El Paso,"such school district shall be reduced in the proportion that the area included in the above-named classificationsbears to the total area of the district. * * *' If the orders of the State Board of Education, as above set out, are valid and binding and all of Fort Bliss is includedlitigation resulted. The trial court held the order void and ineffective to make the military reservation a part of the",document,,,,,57.0,0.0,0.0
886146716,Deramus v. Thornton,"Twedell, Tex., 309 S.W.2d 834. It is true that the above cases are what we commonly denominate as habeas corpus cases, but, in my opinion, the expressed in each of such cases leads to the further conclusion that where a judge, as in the instant case, has determined to commit and fine a relator on a void contempt judgment, this court has the power to issue writs of mandamus and",document,,,,,88.0,0.0,0.0
891416158,Pacific Emp. Ins. Co. v. Brannon,"the general purposes of the Act, a settlement until approval is 'void and wholly ineffective', without reference to general law rules of accord and satisfaction1084, 89 S.W.2d 1116. Conversely, should it not follow that by virtue of the statute and the general law rules, as we have statedcorrectness. Certainly the words of Section 12, supra, are far from forbidding it. Assuming that there was some small benefit to the",document,,,,,16.0,0.0,0.0
892820106,State v. Traylor,marital experience. This is a wholly impractical requirement because in most marriages accurate accounts between husband and wife are not kept and 'mine' and 'thine' concepts of property are not dominant considerations. All that should be required is a showing that the division and distribution approved by the court is fair and equitable. Both the probate and district courts have held that the proposed,document,,,,,,,
892528076,"River Oaks Garden Club v. City of Houston, A-9313","be used, as it was in fact used, by the two Masonic orders, 'to enable them to pursue their work as Masonic lodges,' such work being, as agreed, only partly charitable. 'To the extent that the property was used by Masonic organizationsappears that the non-owners who make temporary uses of the building are using the same for educational and charitable purposes.",document,,,,,83.0,0.0,0.0
886638121,Stewart v. Rockdale State Bank,"conveyance without her joining in the deed is void, in so far as it in any manner affects her interestsrights whatever. And so far as appellants are concerned, it is wholly immaterial whether the survivingtheir deed."" It is held, and correctly so, that a husband and wife have the right to sell and convey a homesteadsale made by Freeland's administrator, by virtue of the orders of the probate court. Poland v. Davenport",document,,,,,12.0,0.0,0.0
893454765,Ex parte Preston,"all other kinds of property though no authorities are offered for that theory. We think the contention is without merit. We note that into retain in its possession a portion of his weekly salary subject to the further orders of the court. Preston further contends that the judgmentsum of $10,000 to the Clerk for the use and benefit of his wife is void for two reasons: First, that the only punishment assessed",document,,,,,40.0,0.0,0.0
890922077,Lone Star Gas Co. v. Kelly,"makes essential to all laws or governmental orders issued pursuant thereto. It imposes a burden, § 586, p. 283. In these conclusions we are reminded that ""A good purpose cannot justify a wrong method of its achievement. Theliberty depend upon its observance. * * * Hence, the duty to declare the statute void is plain, although the occasion of its performance is most regrettable.""",document,,,,,25.0,0.0,0.0
893076783,Coakley v. Reising,"the judgments of dismissal, proceed to render proper judgment. We are unable to render the judgments for either the plaintiff or defendants. There is an unsettled fact issue concerning plaintiff's contention that the Water District had actual notice that Joseph Mnot foreclosed, and the Water District judgment was void as to him. It is settled by Woodward v. Ortiz, 150",document,,,,,17.0,0.0,0.0
890418500,Ex parte Tyler,"against the father for his refusal to bring the children into court from a foreign state in response to the writ was void, the judge having refused to hear evidence on behalf of the father to the effect that the children were neither domiciled nor physically present in this state at or after the institutionthe custody of the Sheriff of Sherman County, Texas, to carry out the orders of the District Court of that County.",document,,,,,17.0,0.0,0.0
886175879,"Southwest Weather Research, Inc. v. Jones",controverting affidavits. We hold that the cases made by the petition are not solely for injunctive relief and hence the fact that the writs of temporary injunction were made returnable to the District Court of Jeff Davis County does not render them void. It is patently unnecessary for us to decide whether or not in a purely injunctive proceeding,document,,,,,103.0,0.0,0.0
893108800,"Adjudication of the Water Rights of Upper Guadalupe Segment of Guadalupe River Basin, In re","separate jury of any such issue. (c) The legislature declares that the provisions of this section are not severable from the remainder of this subchapter and that this subchapter would not have been passed without the inclusion of this section. If this sectionin any way, the holding applies to the entire subchapter so that the entire subchapter is null and void. 6 ""The Act reflects the legislative belief that the existence of a mineral interest",document,,,,,30.0,0.0,0.0
891242952,State v. Bush,"App., 214 S.W.2d 336, writ ref. n. r. e.; and many other cases that could be cited. In the case at bar the Administrator actingof any district court, had, or has, any authority to issue the restraining orders issued in this case; nor can any judge issue a license or permit to sell wine and beer. Therefore, his action is wholly void, and being so, we have authority to grant the relief prayed for. The provisions",document,,,,,27.0,0.0,0.0
893753820,Ector County v. Stringer,"when it is alleged that the Commissioners Court order is voidable as being arbitrary, capricious, unsupported by substantial evidence or that the court has acted beyond its jurisdiction' "") (quoting Mobil Oilallowances for county and precinct officers and employees who are paid wholly from county funds."" TEX.LOC.GOV'T CODE § 152.011 (1988",document,,,,,53.0,0.0,0.0
887942635,Clements v. Chajkowski,"no distinction is made between final judgments or orders of probate courts and those of other courtsindicated by the record, though the point is not made clear, that the probate court entered an order directingcourt authorizing the payment of the claim was void. Western Mtg. & Inv. Co. v. Jackmancontain the order commanding the administrator to pay that claim, and we are therefore not authorized to render any judgment",document,,,,,5.0,0.0,0.0
893056093,Trader v. Dear,"details of visitation, and child rearing are often better resolved by responsible parentsarrangements, and we do not discountenance them nor declare them void. Page 237 A voluntary arrangement between the partiesconservator and whether an existing order should be changed. That does not mean, however, that any available court may intervene with or divided by interim modification orders by other courts. When this cause was first",document,,,,,33.0,0.0,0.0
885797301,Simpson-Fell Oil Co. v. Stanolind Oil & Gas Co.,"is our conclusion therefore, that so far as the parties now before the court are concerned, the deed by William E. Howell and his adult children plaintiffs in their various petitions admitted that defendants had title to a 7/8 th interest. Defendantsdate November 27, 1929. They contend, however, that even though it were void so far as the minor was concerned, it nevertheless passed all title which",document,red,2015-03-31,17.0,"{'source': {'vid': '886568023', 'title': 'Smith v. Sabine Royalty Corp.'}, 'target': {'vid': 885797301, 'title': 'Simpson-Fell Oil Co. v. Stanolind Oil & Gas Co.'}, 'treating_type': 'Reversed', 'treating_type_desc': 'Stated as Reversed in'}",17.0,0.0,1.0
890742657,McHone v. Gibbs,correct judicial errors after final judgment or make other orders inconsistent with the adjudication. Indistrict judge beyond his lawful power and jurisdiction. Here we are asked to require a judge exercisingcourt had lost jurisdiction. We did so against the contention that the parties adversely affected hadjudgment changes the original judgment and is therefore void. It should be added that the original judgment,document,,,,,8.0,0.0,0.0
892191606,Ex parte Goad,"January 30, 1981 to December 20, 1982, because these are time-barred by the two-year limitations periodTexas Family Code. In relevant part, that statute provides: A motion to enforce the divisionsection 3.70(c). The trial court's contempt holding clearly orders payment of more than the last two years of arrearages. Therefore, is it void? Posed another way, we must inquire if this amended",document,,,,,25.0,0.0,0.0
888595092,Munday Independent School Dist. v. Knox City Independent School Dist.,"district sued as plaintiff to have the detachment orders declared void. The detailed facts are set out fully and fairly in an opinion of the Court of CivilAppeals, 247 S.W.2d 936, sustaining the orders of the County Board approving the detachment and annexation. The plaintiff contends that if in successive annexations each annexation is in area less",document,,,,,4.0,0.0,0.0
892959212,Lancaster v. Lancaster,"Judgments (5th Ed.) vol. 2, §§ 660, 662. This does not militate against our conclusion that, once the necessary facts are pleaded and admitted or proven, or shown by the undisputed [155 Tex. 536] record, as in this case, the subsequent suit is abated and its orders void for want of jurisdiction.' Page 308 In our case, the necessary facts have only been pleaded",document,,,,,67.0,0.0,0.0
890083282,Ex parte Sutherland,"violating the order of the court with respect to retainer pay, and orders that he be confined in jail for 30 days and thereafter until he wife of an undivided one-half interest in the 'right' to receive future retainer pay is void. He is not attempting to have the prior judgment the district court had no jurisdiction to enter the particular judgment. There are cases in which collateral attacks have been sustained",document,,,,,28.0,0.0,0.0
888276321,Willoughby v. Jones,"to the only remaining lands or purportedly described lands involved, that is, the relatively few 'parts' which are listed under 'Tract III' in the judgment and which, from respondentsalso in this final particular. Were the case one of a foreclosure perfectly describing the land but void on Page 513 some ground such as defective service of process, the status of petitioner as a mortgagee in possession",document,,,,,50.0,0.0,0.0
890621166,Gammage v. Compton,"art. 9.14 (1967), provides: ""If any vote or votes are found upon the trial of any contested election to be illegal or fraudulent it appears on the trial of any contest (for any district office) that it is impossible to ascertain the true result of the election as to the office about which changed the result, the court shall adjudge such election void, and direct the proper officers to order another election to fill said office",document,,,,,3.0,0.0,0.0
892104119,Mobil Oil Corp. v. Matagorda County Drainage Dist. No. 3,"be prescribed by law . . . ."" The provisions of article 1908 are identical with these constitutional provisions in every material respecthas not established the procedure for appealing orders of commissioners courtsdirect attack. Matagorda contends, however, that Mobil's action should have been one in quo warrantoan unconstitutional exercise of annexing powers and a void application of section 1(4), article 8176b-1. That statute",document,,,,,25.0,0.0,0.0
889093104,Ford v. Culbertson,"1946 agreement was in existence. In fact, the seventeen transfer orders prepared and signed by the defendant as a witness (MrWe overrule all of the defendant's defenses that the title to the properties was defective, exceptbecause the contract upon which they based their suit was void as being in violation of The trustees in insolvency and bankruptcy are exempt. We hold that this transaction is exempt under the provisions",document,,,,,87.0,0.0,0.0
886485867,"Lord v. Clayton, A-8709",the two courts only the Criminal District Court of Jefferson County has jurisdiction Of the matters in controversy and that all orders made with reference thereto by the 136th District Court are absolutely void. The say this is so not only because the act creating the Criminal District Court expressly conferred on it exclusive jurisdiction over such matters,document,,,,,21.0,0.0,0.0
886532271,Finlay v. Jones,"obtain relief from the default judgment if the nunc pro tunc judgment and the order granting a new trial are ordered set aside. That may well be so at this point in time, but it was not so in the beginning. The Rules ofin interpreting the Rules of Civil Procedure is not to be voided by nunc pro tunc procedures not contemplated by our decisions",document,,,,,9.0,0.0,0.0
889791914,Railroad Commission v. De Bardeleben,"in the Elysian Fields area as null and void because such permits were issued inwithholding required factual data. It would follow that the Commission could properly refuse to set  between the respective contentions, there are also obvious differences. The acceptance County to test the validity of orders and acts of the Railroad Commission of Texas",document,,,,,5.0,0.0,0.0
893242065,Morrow v. Corbin,"been invoked in a constitutional way, so that we might have assisted in their solution at this time. However, we are clear that we have no jurisdiction of the certificate, that the act under which the certified questions are before us is unconstitutional and void, and no other action may lawfully be taken by us than to dismiss the certificate, as provided by the rules of this court. The certificate of the Court of",document,,,,,184.0,0.0,0.0
885099100,Dick v. Kazen,"mandamus in this case, the fact that there are other claimants to the land, who are not parties to this proceeding, would furnish grounds for refusing it. The averment that their claims are void will not relieve the matter of the difficulty; for this court will not undertake to adjudicate their claims, whether valid or not, when the claimants are not parties to the suit.' In 1927 in O",document,,,,,20.0,0.0,0.0
891560175,Ex parte Padfield,"whether or not there is such a total lack of substance in the proof offered as to render the judgment void. After a thorough review, in our opinion, it cannot be said that the evidence wholly fails to support the trial court in his finding of fact that the relatorAgain, counsel evidently referring to the $40,000 notes, asked, 'Now, are those the notes that you sold, a part of the money you put in the ranch down here?' Answer",document,,,,,6.0,0.0,0.0
890518375,Ex Parte Norton,"by the other. This is essential, if courts are to function in an orderly manner. In 9 Tex.were disposed of, the judge was trying to have the orders of the court relating to the custody of the childand issue the commitment. It is quite plain from the record that relator knew that the judge felt that his ordersis limited to the question as to whether or not the commitment is void. The question is, not whether the commitment was erroneously",document,,,,,17.0,0.0,0.0
892700458,Ex parte Blasingame,"can freely travel the road. We fully recognize the authority of trial courts to enforce their orders by imposing jail sentences and fines. In this case, however, we are not convinced that the Blasingames engaged in conduct violative of the 1983 injunctivenot consider the Blasingame's remaining points of error. The contempt order is void. Relators are discharged.",document,,,,,33.0,0.0,0.0
892519267,Rogers v. Clinton,"also 60 C.J.S. Motions and Orders § 41 (1969). TIE argues that even if the motion for new trial was effectively withdrawn, the district courtjudgment until thirty days after all such timely-filed motions are overruled either by a written and signedsign an order declaring a previous judgment or order to be void because signed after the court's plenary power had",document,,,,,30.0,0.0,0.0
885482529,Powers v. First Nat. Bank of Corsicana,"in part, of plaintiffs' contention that the trust is a personal one in the trustee in that it vests in the trustee a discretion as to the objects, persons or classes to whom gifts shall be made. We are not here called on to decide whether the trust would have been personal in the trustee and void had the power of the trustee to spend ""for worthy objects of charity"" not been limited to",document,,,,,68.0,0.0,0.0
884786956,Southwestern Lloyds v. City of Wheeler,"The testimony also showed that there were certain orders and resolutions of date May 4, 1930former members of the city council to the effect that no ordinance was passed levying a taxparol proof was admissible in the absence of such a plea, because we are of the opinion that the proof tending to show thatis of the opinion that if the warrants are found void plaintiff has a right to seek a recovery on the theory of quantum",document,,,,,8.0,0.0,0.0
888917635,Butler v. Summers,"124 Tex. 252, 77 S.W.2d 201, in which no constituent member of his family survived the deceased and in which it is held, therefore, that his adult heirs are not entitled to take the former homestead as against his general creditors.) This rule renders void and subject to collateral attack a sale of the homestead to pay an allowance for support of the widow and minor children. Allen v. Ramey, Tex.",document,,,,,10.0,0.0,0.0
887283398,Scott v. Graham,"to Nueces County. The relevant provisions of this statute are as follows: '* * * the District Attorney, * * * may appoint786, 151 S.W.2d 1. The Legislature has thus provided that the salaries of the officers and employeesTex. 104] amount authorized by the statute, and the order is therefore void. Respondent argues that in no event would the trial court's refusal",document,,,,,62.0,0.0,0.0
892065484,Southern Surety Co. v. Weaver Bros.,"States, 164 U. S. 227, 17 S. Ct. 142, 41 L. Ed. 412, that the right of subrogation for a surety relates back to the making of the original contractmerely furnished material and advanced money to the contractor by paying his orders therefor, in carrying out the contract by the contractor. Clearly said cases are distinguishable from, and not authority here. The rule followed by us in this",document,,,,,,,
891929373,Cluck v. Hester,"St. (Supp.1975). Although the amended Sec. 5 of 1973 does not say, expressly, that final judgments are appealable Only to the courts of civil appeals, that is the most reasonable construction to be given the language that final orders 'shall be appealable' to the courts of civil appeals, especially when the Legislature at the same session was passing",document,,,,,11.0,0.0,0.0
890009739,Anderson v. Armstrong,"presented by him in that action, the Court of Civil Appeals held that the attempt of the probate court to settle said account and to make allowances and credit was void for want of jurisdiction; and the cause was dismissed. This resultedno settlement between defendant and the estate, and no allowance of attorney's fees. We are not called upon to approve or disapprove the holding of the Court of Civil",document,,,,,18.0,0.0,0.0
893816811,Wood Motor Co. v. Nebel,"the control of the parties.' Since respondents never actually placed any orders with petitioner, the argument is pressed here that no damages are recoverable for petitioner's failure to deliver cars. Obviously, the point reachescontract is susceptible of two constructions, one of which would render it valid and the other void, the former will be adopted. We have concluded that Section 4",document,,,,,52.0,0.0,0.0
889080258,"Ex parte Hatch, A--11440","Article 4639a--1 does not confer jurisdiction upon the trial court to modify support orders to conform to its provisions, and require and enforce support payments foryears of age. The Court of Civil Appeals held that the trial court had jurisdiction of the subject matter of the motion, under the provisions ofSupp.1966). All references to statutes herein are to Vernon's Texas Revised Civil",document,,,,,8.0,0.0,0.0
890248248,Natali v. Witthaus,"defendants in error. All have been carefully considered and are overruled. To avoid extension of this opinion to unreasonable lengthSection 771, 12 U.S.C.A., requires that the borrower undertake, by express covenant in his mortgage deed, to pay alllawfully charged against the homestead, such fact did not render the trustee's sale void. Most of the unpaid taxes were lawful charges. """,document,,,,,20.0,0.0,0.0
888574391,Westbrook v. Atlantic Richfield Co.,"broad as to cover this case, and the two cited cases so holding are distinguishable from the facts in this case. In neither case citedthe ratification agreement specifically acknowledged that the lease executed by the ratifier and describedRecord title is not lost by failure to proclaim it and repudiation of a void lease would be superfluous. Watson v. Rochmill, 137 Tex. 565",document,,,,,18.0,0.0,0.0
889956140,Alexander v. Russell,"caption on the petition and termination judgment to read ""243rd Judicial District Court."" Other orders in this suit captioned ""327th Judicial District Court"" remain unchanged. EvenJudge."" Melvin filed his appeal in the 327th District Court and argued that the 327th District Court was without jurisdiction to hear the cause. Patricia argued that",document,yellow,2023-04-20,28.0,"{'source': {'vid': '891474554', 'title': 'Ramsey v. Ramsey'}, 'target': {'vid': 889956140, 'title': 'Alexander v. Russell'}, 'treating_type': 'Distinguished', 'treating_type_desc': 'Distinguished in'}",28.0,0.0,1.0
885166990,Miller v. Long-Bell Lumber Co.,"of extension, the burden would be on him to have included in the transcript such other orders, if any, that would indicate a different date for the expiration of the term. After disposingHowever, in the case under consideration the facts and circumstances are not such as to bring it within the rule quoted. There are the court refused to enforce the contract, which was held void under maximum price provisions of the Emergency Price",document,,,,,,,
892729465,First State Bank of Bedford v. Miller,"Article 5069-1.01(a). This and all other statutory references are to Vernon's Annotated Texas Civil Statutesstatutes in 1967, usurious contracts were provided by statute to be ""void and of no effect,"" and the recovery was limited to twice the amount of interest paid. Articleadded.) Article 5073 read: ""Within two years after the time that a greater rate of interest than ten percent shall have been received or collected upon any",document,yellow,2024-06-21,62.0,"{'source': {'vid': '887429366', 'title': 'El Paso Development Co. v. Berryman'}, 'target': {'vid': 892729465, 'title': 'First State Bank of Bedford v. Miller'}, 'treating_type': 'Distinguished', 'treating_type_desc': 'Distinguished in'}",62.0,0.0,1.0
891586808,Humble Oil & Refining Co. v. Railroad Commission,"to the rate making jurisdiction of the Commission. To that length we are not prepared to go. No rule of law, statutory or otherwise, will justify us in doing so. Counsel for the Commission contend that the Commission order here involved is authorized Pagestatute reads as follows: ""Art. 6054. All orders and agreements of any company or corporation, or any person or persons",document,,,,,25.0,0.0,0.0
892395296,Lockhart v. A. W. Snyder & Co.,"to exercise its statutory option to purchase these bonds, is void because such order did not provide for the purchase of these bonds for them. It then adjudges that the Board waived its legal option to purchaseand that they hold them without lawful authority, and therefore they are not acting for or on behalf of the State of Texassum of $30,000. 14. It then adjudges and orders as follows: ""It Is Further",document,,,,,26.0,0.0,0.0
885990187,Harrison v. Jay,"No'. The attack made in this election contest on the orders of the Commissioners' Court of Kent962, relief was sought upon the ground, among others, that the Commissioners' Court of Haysthat a failure to perform the duty makes its action void. * * * We think that when the commissionersany other collateral proceeding. Such attacks are amply provided for in proper proceedings.",document,,,,,22.0,0.0,0.0
893039205,City of Corpus Christi v. Gregg,"Consequently, it is well settled that contracts which are within the scope of the corporate powers but not authorized by proper action of the municipal corporation, that is, contract not ultra vires, may be ratifiedthat such sale Page 751 by the City was wholly void and could confer no rights upon the purchaser. This Courtdirected by the Court. Through later orders and changes the proceeds were invested",document,,,,,40.0,0.0,0.0
892057900,Pure Oil Co. v. Reece,"absolutely void because the statutory notice provided by article 4114, R. C. S., was not had on the application therefor. It is then contended that since the order appointing the guardian was void, all subsequent proceedings and orders, including the guardianship deed to Chambers, were and are absolutely void. Under article 4328, supra, ""any person interested may, by a bill of review, filed in the court in which the proceedings were had, have any decision, order",document,,,,,76.0,0.0,0.0
894495757,Central Surety & Insurance Corp. v. Anderson,"conflict with our opinion in Burch. We agree. Under these circumstances, we are authorized by Rule 483, Texas Rules ofgranting the writ and hearing the case, 'making, at the same time, such further orders as may be appropriate.' Accordingly, we reverse the judgment of the court of civil appeals and remand the cause to that court with directions to set aside its former judgment and to modify the trial court's judgment by",document,,,,,20.0,0.0,0.0
892612700,Jayton Rural High Sch. Dist. v. Girard Ind. Sch. Dist.,"Leaving out intervening matters, which are immaterial to a disposition of this case, the next thing that happened was that the County Board of declares this order of March 11, 1953, void and hereby rescinds same, and further action on this matterheld the Kent County School Board's orders of March 4, 1954 and December 9, 1954, to be void and",document,,,,,3.0,0.0,0.0
891062878,Ex parte Lee,"A written judgment of contempt and a written commitment order are necessary to imprison a person for civil constructive contempt of courtis likely to issue a new commitment order based on that contempt judgment. We agree with Lee that the Mayabuse, a trial court may treat as contempt ""the failure to obey any orders...."" If one punishment is assessed for moreand one act is not punishable by contempt, the entire judgment is void. Ex parte Oebel, 635 S.W.2d 454",document,,,,,20.0,0.0,0.0
886195727,Bank of North America v. State Banking Board,primarily upon allegations that the Board's order is void because of alleged control and domination of the operationsunder the substantial evidence rule. The trial court's judgment recited that 'all parties agreed in open court that the issue or implication that the Board's determination on constitutional issues are conclusive or that its decision on them would forego a separate lawsuit at the time or in,document,,,,,7.0,0.0,0.0
886561339,Cocke v. Smith,"estate being administered by an independent executor. There are no facts or circumstances in this case invoking the jurisdictioncircumstances, it seems to be the settled law of this State that the probate court has no jurisdiction over an independent executor, nor of the estatein his fiduciary capacity without bond in his attempt to set aside, or have declared void, the invalid orders of the probate court. Buttlar v. Davis, 52 Tex. 74; Drew",document,,,,,1.0,0.0,0.0
889174117,Elliff v. Texon Drilling Co.,"as many wells as he desires upon his tract of land and extract therefrom and appropriate all the oil and gas that he may produce, so long as he operates within the spirit and purpose of conservation statutes and orders of the Railroad Commission. These laws and regulations are designed to afford each owner a reasonable opportunity to produce his proportionate part of the oil and gas from the entire pool",document,,,,,99.0,0.0,0.0
